id,city,type
bldg_09d3e5a7-8d23-403e-90f0-ca6856dab777_lod2,kyoto,3
bldg_09f988b4-97be-4d24-b880-c744da076b3d_lod2,kyoto,6
bldg_0a2b97b0-3743-447e-8dcd-987f1b18fb18_lod2,kyoto,6
bldg_0a31139e-4451-4fb8-a05b-6356bb319ee9_lod2,kyoto,3
bldg_0a4b5d1e-a0cd-455d-a05c-63f07e92d77d_lod2,kyoto,6
bldg_0aa9c18b-9ba9-4669-bbd3-c982cf75b70c_lod2,kyoto,6
bldg_0ac0b905-c0dc-4a82-82dd-be362a2bfe63_lod2,kyoto,6
bldg_0ae32191-e1d7-47cd-97ab-7924ca6019e5_lod2,kyoto,6
bldg_0aee1270-79b6-4955-9d26-029c839ede1d_lod2,kyoto,7
bldg_0af40414-c215-4d7b-a0f2-f23b0965637b_lod2,kyoto,3
bldg_0b1526ce-07f6-404d-8ef2-fa6ee22850f2_lod2,kyoto,2
bldg_0b3fb520-87dc-416f-aea5-ea2b0404e682_lod2,kyoto,3
bldg_0b457977-a857-47f5-86f6-bb5a19baf896_lod2,kyoto,3
bldg_0b64e9d8-b422-4777-a6c2-40421f84ba9d_lod2,kyoto,6
bldg_0bdf4ec2-0d95-4a9e-ab02-2dc7b1828a9e_lod2,kyoto,6
bldg_0bef870b-cbf4-4904-8a1a-189dd73bb069_lod2,kyoto,7
bldg_0c1fc24d-cd0c-48c7-bb18-5836f1a06a38_lod2,kyoto,3
bldg_0c40e594-ac34-4768-8fcb-195ad8992ca8_lod2,kyoto,6
bldg_0c438cd4-3a17-4abc-905d-e7f394b328ef_lod2,kyoto,6
bldg_0c5bfcd9-6696-4e40-9149-1f3fc171ebad_lod2,kyoto,6
bldg_0c5c6046-031e-4096-9d48-1a7b4e14b456_lod2,kyoto,3
bldg_0c5e5f6a-c98a-483f-a88c-31a09d23716c_lod2,kyoto,2
bldg_0c705761-db54-4b13-81c9-4bdec9d1da38_lod2,kyoto,6
bldg_0c747325-f3e4-4e11-a08d-d969911c03d7_lod2,kyoto,3
bldg_0c79f53b-9d45-4196-a7cb-e7fcb6096b0c_lod2,kyoto,6
bldg_0c94215a-f20b-4b3f-814d-195085e17da9_lod2,kyoto,6
bldg_0cb2cf02-e3b5-4765-847e-8247b7b2205c_lod2,kyoto,3
bldg_0cbfdb07-84ba-4e89-a103-86b8640709b8_lod2,kyoto,7
bldg_0cd3282b-9234-4f4a-8111-52090d6c6914_lod2,kyoto,6
bldg_0d0b59b1-98f7-4355-be7f-dec84a1eb560_lod2,kyoto,6
bldg_0d3ef95c-2158-40c8-8194-36f5c56668d1_lod2,kyoto,6
bldg_0d4c3767-8221-48f3-8dfe-a205c8d050b2_lod2,kyoto,5
bldg_0d52e79f-e45b-458d-8703-eaac9986fc2a_lod2,kyoto,3
bldg_0d5710d3-3bdf-45d2-bf20-4871f90ff807_lod2,kyoto,3
bldg_0d7acb87-6528-44cc-9511-b3149fbf5484_lod2,kyoto,3
bldg_0d8a55ba-7162-474f-9c2b-e39bc148fabc_lod2,kyoto,3
bldg_0d935e37-2f89-4326-945c-ccb5d7f5cae7_lod2,kyoto,7
bldg_0dc609b1-d0c1-4c45-98d9-ee637a722f2a_lod2,kyoto,5
bldg_0dca1558-7954-4388-9f6a-0d8e4cb8efa6_lod2,kyoto,6
bldg_0e170dc6-eb43-42eb-9617-a8a311aa566d_lod2,kyoto,6
bldg_0e1eb330-9b07-4767-b153-b9a83db088b1_lod2,kyoto,3
bldg_0e2201e4-5816-4e91-857b-5139822a1c82_lod2,kyoto,7
bldg_0e39dbfe-88e2-444c-8312-0c96af9aed4f_lod2,kyoto,2
bldg_0e50b846-f89b-4a66-94d5-509f63b752c7_lod2,kyoto,6
bldg_0ea3ea3b-8cc6-4710-b8a3-dc23e2f61300_lod2,kyoto,6
bldg_0eb87515-54bd-4d73-be4f-0f392d02d7d4_lod2,kyoto,3
bldg_0ecdd898-6ff3-4840-94e5-72a1957e6694_lod2,kyoto,3
bldg_0ed836f6-eaec-4d4c-8270-c1098b0e9c16_lod2,kyoto,2
bldg_0eec342c-745d-4b10-8ea5-4a8b53bab9da_lod2,kyoto,6
bldg_0ef80bba-e60c-499f-8221-62309e2a5e7b_lod2,kyoto,3
bldg_0f23ac5c-0c36-4592-8a6e-b52442f82ca2_lod2,kyoto,7
bldg_0f24da95-1d40-4a7c-953a-0e22231b49b1_lod2,kyoto,6
bldg_0f3b7d3c-1dce-446d-8199-5750acf4fe04_lod2,kyoto,6
bldg_0f418656-db51-464f-b857-831b44c6cabf_lod2,kyoto,6
bldg_0f47c77a-89fa-479e-b795-595778121f71_lod2,kyoto,2
bldg_0f65abe1-0083-4433-87b2-72911c569493_lod2,kyoto,6
bldg_0f76017c-ac6c-4bb0-ae74-8a797b792823_lod2,kyoto,6
bldg_0f782df1-f704-484a-8e3e-3d5634a5b741_lod2,kyoto,3
bldg_0f7f6ca8-991a-49cd-bcb6-49251e9d1892_lod2,kyoto,6
bldg_0f83011a-9ae9-43f8-a097-d6a208a3e3d6_lod2,kyoto,3
bldg_0f97bf7c-8fa8-41be-86d3-ef881f95036f_lod2,kyoto,3
bldg_0ffa5846-13fb-4cb1-b5a7-477c9f66aba5_lod2,kyoto,3
bldg_101bd879-e608-4292-873c-f82530e5933c_lod2,kyoto,6
bldg_1023c113-c236-4a4d-9ccc-7e5d9c2b9899_lod2,kyoto,5
bldg_10323078-a139-41cb-a7e5-b367f791bdca_lod2,kyoto,3
bldg_103bea3f-7faa-423a-b1ca-0e5444fe209e_lod2,kyoto,6
bldg_1042029f-a293-456d-9def-734b6c5eb35d_lod2,kyoto,6
bldg_105d9f60-be56-4c80-980c-306fe0748d6b_lod2,kyoto,6
bldg_107bf154-1a8a-4a3d-b3bb-3302892106b9_lod2,kyoto,7
bldg_108e8f38-41d4-46a0-a4dc-1fc86f85cfc9_lod2,kyoto,5
bldg_10a62dde-c2e6-4ce4-8c9c-22eda1c759fe_lod2,kyoto,3
bldg_10b53d86-a23f-4f5a-99a1-2ddfdeed41d0_lod2,kyoto,7
bldg_10cb9ed9-16e7-4597-8914-64e9bb1610eb_lod2,kyoto,6
bldg_10e4008c-4755-40bd-afdb-fce93dedebb5_lod2,kyoto,3
bldg_10fd4d37-12c1-485e-8a61-ed928971ef51_lod2,kyoto,3
bldg_110bbdcf-4c8c-4805-92a0-000748ea604d_lod2,kyoto,6
bldg_11437d8c-abdf-427f-891b-68c79920dada_lod2,kyoto,3
bldg_116e9ed2-e256-4e65-8927-6c4c7961f01a_lod2,kyoto,2
bldg_118f462f-62c4-4c1d-82d5-eefae1154857_lod2,kyoto,3
bldg_11948a8c-e94a-4f20-bd4b-d5b93791859b_lod2,kyoto,3
bldg_11a368ed-4fc1-41a1-92c5-47a0c236bd9b_lod2,kyoto,3
bldg_11ae4bf3-d043-4880-8b35-56ee7385e075_lod2,kyoto,2
bldg_11babdfa-30c2-4724-83bf-6d3b15a4f64e_lod2,kyoto,7
bldg_11c0e55f-46c5-4240-8e90-b587e80d013d_lod2,kyoto,3
bldg_12035fdb-613c-4f07-946e-29a811d59805_lod2,kyoto,2
bldg_12089701-ce2f-4220-9c11-fc43bbc63be2_lod2,kyoto,6
bldg_1230455d-ab96-49d6-97d7-00852df339bb_lod2,kyoto,6
bldg_12397206-308d-4062-98a4-be9b92883d78_lod2,kyoto,6
bldg_126a0c71-1552-4580-b069-8f432efb25a3_lod2,kyoto,3
bldg_127c62bb-2115-4b30-8f3d-ede0bfc33d49_lod2,kyoto,6
bldg_12cc904e-3838-49ff-a151-af8cdde626a7_lod2,kyoto,5
bldg_12cf80ca-07cd-4b3a-a1a1-802dfed3cced_lod2,kyoto,7
bldg_12dcc791-f0f4-45f6-9a56-52dfc307ff51_lod2,kyoto,3
bldg_12e81040-aae6-4cc4-8c56-edb8a204d4c0_lod2,kyoto,6
bldg_12eb3a22-d93b-474c-b2ca-a75e70b5f5ac_lod2,kyoto,3
bldg_12ecc942-b5ef-45e2-988c-16381379df0d_lod2,kyoto,2
bldg_12f0cbac-ad2d-43ff-85bd-30b2133042fa_lod2,kyoto,6
bldg_1306f7ce-02d6-4d75-b329-6aaab9f61f73_lod2,kyoto,3
bldg_1311b8b3-31f6-47e3-a3d4-3ea9593b097d_lod2,kyoto,3
bldg_13535fc2-5936-4451-a8cc-ac547ce91d90_lod2,kyoto,3
bldg_1353d961-0a19-4754-87d5-2d6c576d5f7a_lod2,kyoto,2
bldg_1366967f-8c05-4f2f-8fda-f80b59811369_lod2,kyoto,6
bldg_13b7240f-ab23-47c3-a617-37486d3c19da_lod2,kyoto,3
bldg_13bd9926-3270-4626-b731-52f5925e77d6_lod2,kyoto,3
bldg_13dff2a4-4d52-4d02-a3d6-376cc491ef6f_lod2,kyoto,7
bldg_14296193-9007-4fc0-9821-5d0bf7113a61_lod2,kyoto,7
bldg_143971dc-8bf8-4c5e-bd65-8171a57ceaf2_lod2,kyoto,6
bldg_14604f8c-e777-4ed8-a61b-4aa98beb64a7_lod2,kyoto,6
bldg_1465dd3c-134d-4942-9d72-c3670811c8da_lod2,kyoto,7
bldg_147a5367-de40-4fdc-a36f-0f20fc467ef2_lod2,kyoto,7
bldg_148de256-f603-4d32-be5a-7224bcf2201a_lod2,kyoto,6
bldg_14b7248b-cf40-4563-841f-740172a450d2_lod2,kyoto,6
bldg_14b76eb7-af58-4b62-9b66-4b9f8fbc64ef_lod2,kyoto,6
bldg_14e14b5a-1ed2-4398-b6a4-8688ec81fef6_lod2,kyoto,6
bldg_14e1cd6e-92e3-4f5c-95a3-7e15bd7c810f_lod2,kyoto,3
bldg_14e2fa45-6fe6-4429-9199-9f5818ecb037_lod2,kyoto,6
bldg_15040b8d-ddc5-4efe-b0e8-9c4b45619a17_lod2,kyoto,6
bldg_15215e52-4b6b-4dfd-b478-03bbacf9c215_lod2,kyoto,5
bldg_155ac439-6d5d-4e89-be85-e538c912862f_lod2,kyoto,3
bldg_1561b070-fa3e-436d-a780-4a12f393c305_lod2,kyoto,3
bldg_15646552-eaca-472d-9982-95a6d6883cd9_lod2,kyoto,6
bldg_157720b8-abdf-4361-af0a-bb015036d9f0_lod2,kyoto,6
bldg_157a9a63-93dc-4d13-877f-fc1d28d28279_lod2,kyoto,6
bldg_15826903-1ad2-4fb3-843c-708c9dbfbbf3_lod2,kyoto,6
bldg_15b50f2a-1b1d-4f3b-a6a7-1e039a969db5_lod2,kyoto,3
bldg_15bc564d-0cb4-4f00-97b9-ceabf13f9bca_lod2,kyoto,3
bldg_15dff6e8-2175-4b22-89d4-363f8445c2cf_lod2,kyoto,6
bldg_15e126af-9816-4be9-831b-ad934d3fdbb1_lod2,kyoto,2
bldg_15ec1e6a-e6bb-44d4-a67d-9d84cf927df6_lod2,kyoto,6
bldg_15f8f3d6-7a7c-40f9-83d3-0c5145b60eb8_lod2,kyoto,3
bldg_1602cf4f-e842-402e-99db-a6a2d61ffe93_lod2,kyoto,3
bldg_1604ba7f-939a-4375-bd98-baeceae75311_lod2,kyoto,6
bldg_160cd048-5d35-40e6-9184-818aa4f8f905_lod2,kyoto,3
bldg_1622bfed-2363-4e6f-9cf9-e6482729df31_lod2,kyoto,6
bldg_164474a4-f507-4c11-83ce-bfa31df0d845_lod2,kyoto,6
bldg_1644ce1d-e40e-497c-9889-dc8bd1485c39_lod2,kyoto,3
bldg_166f439c-14a7-4b93-b396-73caf67a30ef_lod2,kyoto,6
bldg_169e35ef-5b53-45c2-9474-c885a214ea66_lod2,kyoto,6
bldg_16b543fc-168e-4645-afe8-722d19656614_lod2,kyoto,6
bldg_16b8f027-13a8-476e-9153-19d0598967f7_lod2,kyoto,6
bldg_16c402df-9877-4385-8c48-740a3bad66d2_lod2,kyoto,6
bldg_16d2bfcf-4978-4096-91ce-f39d9637be8a_lod2,kyoto,3
bldg_16e47d31-4cec-4f85-9c51-474284992884_lod2,kyoto,2
bldg_170e71ee-d9f4-4a36-b383-a3afd6b4b6bf_lod2,kyoto,2
bldg_175ad7db-cbe4-4fcd-aabd-598ad38f82b0_lod2,kyoto,7
bldg_175b088f-63d0-41b8-80dd-28d74e201488_lod2,kyoto,2
bldg_1776a70a-0ce4-4551-819a-382b0e496ff6_lod2,kyoto,6
bldg_177ab3f7-ee39-4a73-afe7-e97c2438de65_lod2,kyoto,3
bldg_17964206-1d8b-4494-bb60-ce56ddabf890_lod2,kyoto,6
bldg_17a1b56d-0dcf-4183-87f2-8cb6a67d445a_lod2,kyoto,7
bldg_17ac4911-1faa-4ba1-b437-58f9fef99f1d_lod2,kyoto,3
bldg_17b22f67-4708-4ce2-b8f5-2b23a821d92b_lod2,kyoto,6
bldg_17b5f4d5-0429-4c16-9778-3161e981f3e1_lod2,kyoto,3
bldg_17cd83bc-67b6-4a2e-8aac-7b5e3078536b_lod2,kyoto,3
bldg_17f9da9d-1e89-4420-b020-cd0f85df3de9_lod2,kyoto,6
bldg_17fa32e2-7928-44fa-9c81-b778ceb389e3_lod2,kyoto,3
bldg_180af61b-9d33-43be-bc91-8bfc8672581c_lod2,kyoto,2
bldg_1828fb87-cc5d-4a46-8fe0-2eaf829a755f_lod2,kyoto,2
bldg_182b8666-a6b4-416e-b431-4e8cb2049fc5_lod2,kyoto,7
bldg_183574ce-9aee-476c-8b9c-e72700fc2182_lod2,kyoto,6
bldg_183be944-fa8c-4629-a984-1c3d7e464621_lod2,kyoto,6
bldg_18690782-0527-41b7-a09d-9b64bd1dda5f_lod2,kyoto,2
bldg_186c7a50-663a-45c4-a678-814ee007f651_lod2,kyoto,6
bldg_189fd441-6869-4fcc-8267-4addb6120483_lod2,kyoto,6
bldg_18ae9827-05bc-4410-983d-d00743ecd207_lod2,kyoto,3
bldg_18b36fb5-5c15-4558-9e92-5109005ea777_lod2,kyoto,6
bldg_18c8b601-f0ef-4145-8ed7-726526f8a592_lod2,kyoto,6
bldg_18da4c00-6b36-409e-bf40-454693b12276_lod2,kyoto,3
bldg_18e244f1-4b61-4833-8968-96a227f8266f_lod2,kyoto,6
bldg_19007791-ed56-49b4-8f54-b8ca87c22f65_lod2,kyoto,3
bldg_190c51f9-89bd-411b-9afe-bf7db2b8a557_lod2,kyoto,6
bldg_19331b2a-a8e3-4f9e-abd4-5dcc746224a4_lod2,kyoto,7
bldg_19560a19-e62a-4427-b7fb-34a987d96dd7_lod2,kyoto,6
bldg_1971f2ea-9a76-443f-9f1a-e2d3c35c10bd_lod2,kyoto,3
bldg_197227b4-27cf-42dc-9862-e3e839b5e723_lod2,kyoto,3
bldg_197430da-a1ca-43db-ad76-ef62c7f8d12b_lod2,kyoto,3
bldg_1993962c-0bfb-4e3d-a61b-4e4a3bf5e695_lod2,kyoto,6
bldg_199e7890-944b-4407-aca7-e222bcf6161f_lod2,kyoto,6
bldg_19ab3243-c536-4b6e-b722-41964166282c_lod2,kyoto,6
bldg_19ab660f-cd1f-4d80-ad27-91c72f508605_lod2,kyoto,6
bldg_19baeee4-221e-4612-a103-bc0c894fc666_lod2,kyoto,6
bldg_19dcbddb-b1e0-4c10-9971-ea6a216e6ae9_lod2,kyoto,6
bldg_19ea8de9-52f5-4598-aeef-8cf29844fbc9_lod2,kyoto,7
bldg_19f289c4-e66e-42ce-912b-2f6c84e7232c_lod2,kyoto,6
bldg_19f91be8-7e4e-4056-9404-0a519d038096_lod2,kyoto,6
bldg_1a091a5a-2be7-4d67-910f-66a1250d243d_lod2,kyoto,6
bldg_1a18d1b7-a9d8-4a7d-b670-7d9579a8ce75_lod2,kyoto,3
bldg_1a4d4b30-5c5a-499e-a46b-2a1240ddcd8e_lod2,kyoto,3
bldg_1a5c4d8e-4b62-4382-994b-0bc3d3eb3c0f_lod2,kyoto,6
bldg_1a5d5f07-00bc-4cfc-a53e-72bbdeb7895b_lod2,kyoto,6
bldg_1a6b9553-97b1-4858-938b-252faba0b95b_lod2,kyoto,3
bldg_1a823728-d317-4a79-8baf-bb8cc117f18e_lod2,kyoto,3
bldg_1a899aec-286d-4618-b0c3-6d48c40d1fb9_lod2,kyoto,3
bldg_1a908745-0fae-4482-8165-6569e7bb039d_lod2,kyoto,6
bldg_1aa4377b-51f1-413f-b536-4c2caad1d8b5_lod2,kyoto,3
bldg_1b0b7e16-c708-4290-aad8-80757b7a0637_lod2,kyoto,6
bldg_1b893d1a-cd34-4dfd-a6fc-d89a0ba3a35c_lod2,kyoto,3
bldg_1b92f430-fc89-40f8-a33d-afa7a1d1a181_lod2,kyoto,1
bldg_1bb106d6-e9e0-40d2-ba6f-ba35c31662ff_lod2,kyoto,2
bldg_1bbf082a-bc1a-4476-b2b8-439cd26da6ae_lod2,kyoto,3
bldg_1bd148e8-8737-49fd-b6fb-6fd219406eea_lod2,kyoto,6
bldg_1be0bff6-53b8-44c3-8ebb-36c3f2be079a_lod2,kyoto,6
bldg_1bea536c-e592-4cbf-b998-a81ae4d6503c_lod2,kyoto,3
bldg_1c1ff2f4-6a89-48db-8197-0934cf9b76ee_lod2,kyoto,3
bldg_1c220509-de9c-4791-b511-8358e7427566_lod2,kyoto,6
bldg_1c42e7b9-7531-473a-853a-0038e8faeb7c_lod2,kyoto,6
bldg_1c538337-d0e1-410f-8a03-0f4bb7bd36e4_lod2,kyoto,6
bldg_1c72c8ea-a7d6-404d-924e-61a3212b2192_lod2,kyoto,7
bldg_1cb938ae-343d-46fa-a4fe-78f213b7b773_lod2,kyoto,6
bldg_1cc00d69-d290-4009-9a35-9d5e45327ac8_lod2,kyoto,3
bldg_1cc4ecf3-27ce-458c-b5b5-d2c40bb4d924_lod2,kyoto,6
bldg_1cd6ed9f-481e-4a42-8178-1f9cde28b1c0_lod2,kyoto,6
bldg_1ce1f7db-7908-453f-b42e-903d18962c0b_lod2,kyoto,3
bldg_1cf73ff7-3dce-426c-ac05-3a547eb9d238_lod2,kyoto,3
bldg_1d0cc24e-f2dc-4990-ba74-f79ee760ac6a_lod2,kyoto,6
bldg_1d26bb2c-0ba3-49d8-bdaa-c9b426e92294_lod2,kyoto,3
bldg_1d37ecd6-35bd-4d43-937f-e5aaab3aa39a_lod2,kyoto,5
bldg_1d3f406c-6bba-47c8-915c-48a9d5cc898c_lod2,kyoto,6
bldg_1da276b6-9a1f-4a8d-b98c-e18cb2411fae_lod2,kyoto,7
bldg_1dc43970-6cc9-404b-8769-941d3516a4eb_lod2,kyoto,7
bldg_1dc579e2-7364-45d1-8e9c-15a6e1cd2a10_lod2,kyoto,3
bldg_1e055c66-e18e-4db1-8926-d0bcfb6bf463_lod2,kyoto,3
bldg_1e0f3f15-ef9d-4a0a-b398-32d9ec7dec27_lod2,kyoto,6
bldg_1e191828-fa5c-4df2-9a3b-77edfa00f12a_lod2,kyoto,7
bldg_1e1f668a-fbd5-4555-aa54-918993b9e0ed_lod2,kyoto,6
bldg_1e20bc61-e98f-44da-82ba-2d8e05d2a2d1_lod2,kyoto,5
bldg_1e2e89ae-b784-4260-a136-641625def837_lod2,kyoto,3
bldg_1e403256-cfef-468c-aeb5-8e89239c2996_lod2,kyoto,3
bldg_1e438e5e-0ecc-4411-ae69-a700dbe21df2_lod2,kyoto,3
bldg_1e4a1da7-f98a-4fa9-8432-ae3977e12176_lod2,kyoto,6
bldg_1e4e6a03-fb21-48ff-a125-74e72d187574_lod2,kyoto,3
